name,inventory,min_price,max_price,current_price,rating,strategy,slug,product(fk),discount
Organic Eggs,43,70,118,100,5,5,organic_eggs-11,25,18
Organic Eggs,57,60,118,73,1,3,organic_eggs-12,25,45
Organic Eggs,159,69,118,86,1,1,organic_eggs-13,25,32
Organic Eggs,701,68,117,87,2,4,organic_eggs-14,25,30
Organic Eggs,487,68,107,95,5,3,organic_eggs-15,25,12
Organic Eggs,624,61,114,99,4,2,organic_eggs-16,25,15
Organic Eggs,280,69,118,80,1,3,organic_eggs-17,25,38
Organic Eggs,420,64,109,92,3,1,organic_eggs-18,25,17
Organic Eggs,964,62,119,102,4,2,organic_eggs-19,25,17
Organic Eggs,933,68,108,89,2,1,organic_eggs-20,25,19
Organic Eggs,299,66,119,102,4,3,organic_eggs-21,25,17
Organic Eggs,759,65,116,77,1,3,organic_eggs-22,25,39
Organic Eggs,488,63,116,81,2,5,organic_eggs-23,25,35
Organic Eggs,637,66,113,92,3,3,organic_eggs-24,25,21
Organic Eggs,374,62,117,96,3,1,organic_eggs-25,25,21
Organic Eggs,809,66,110,81,2,5,organic_eggs-26,25,29
Organic Eggs,552,61,111,78,2,5,organic_eggs-27,25,33
Almond Milk,230,28,47,33,1,3,almond_milk-0,26,14
Almond Milk,377,30,47,36,2,5,almond_milk-1,26,11
Almond Milk,790,29,49,40,3,4,almond_milk-2,26,9
Almond Milk,253,30,48,40,3,4,almond_milk-3,26,8
Almond Milk,569,30,47,41,4,5,almond_milk-4,26,6
Almond Milk,431,28,48,42,5,3,almond_milk-5,26,6
Almond Milk,161,28,46,38,3,3,almond_milk-6,26,8
Almond Milk,157,28,50,38,2,3,almond_milk-7,26,12
Almond Milk,182,29,48,41,5,5,almond_milk-8,26,7
Almond Milk,82,30,49,37,2,5,almond_milk-9,26,12
Almond Milk,242,27,50,41,3,2,almond_milk-10,26,9
Almond Milk,764,28,49,42,5,4,almond_milk-11,26,7
Almond Milk,274,29,46,37,2,2,almond_milk-12,26,9
Almond Milk,112,28,49,42,4,4,almond_milk-13,26,7
Almond Milk,577,30,51,45,5,3,almond_milk-14,26,6
Almond Milk,376,28,50,32,1,4,almond_milk-15,26,18
Almond Milk,404,26,50,41,5,5,almond_milk-16,26,9
Almond Milk,41,27,50,33,1,3,almond_milk-17,26,17
Almond Milk,985,29,50,43,5,4,almond_milk-18,26,7
Almond Milk,706,27,50,40,3,3,almond_milk-19,26,10
Almond Milk,379,30,48,40,3,4,almond_milk-20,26,8
Almond Milk,469,29,50,42,3,2,almond_milk-21,26,8
Almond Milk,688,29,48,43,5,2,almond_milk-22,26,5
Almond Milk,182,26,49,34,1,1,almond_milk-23,26,15
Almond Milk,495,29,49,34,1,3,almond_milk-24,26,15
Almond Milk,31,27,45,34,1,1,almond_milk-25,26,11
Almond Milk,299,29,45,35,2,4,almond_milk-26,26,10
Almond Milk,287,27,51,45,4,1,almond_milk-27,26,6
Almond Milk,695,30,50,45,5,1,almond_milk-28,26,5
Almond Milk,123,26,45,39,5,3,almond_milk-29,26,6
Wild-caught Salmon,363,134,254,221,4,1,wildcaught_salmon-0,27,33
Wild-caught Salmon,292,132,247,213,5,2,wildcaught_salmon-1,27,34
Wild-caught Salmon,717,134,243,180,2,3,wildcaught_salmon-2,27,63
Wild-caught Salmon,90,149,238,190,2,2,wildcaught_salmon-3,27,48
Wild-caught Salmon,434,149,245,159,1,5,wildcaught_salmon-4,27,86
Wild-caught Salmon,562,137,245,208,4,4,wildcaught_salmon-5,27,37
Wild-caught Salmon,760,140,240,174,1,1,wildcaught_salmon-6,27,66
Wild-caught Salmon,701,149,227,167,1,3,wildcaught_salmon-7,27,60
Wild-caught Salmon,953,143,243,206,4,5,wildcaught_salmon-8,27,37
Wild-caught Salmon,685,143,227,202,4,2,wildcaught_salmon-9,27,25
Wild-caught Salmon,894,146,252,208,3,2,wildcaught_salmon-10,27,44
Wild-caught Salmon,370,129,256,209,4,5,wildcaught_salmon-11,27,47
Wild-caught Salmon,474,137,252,218,5,2,wildcaught_salmon-12,27,34
Wild-caught Salmon,230,132,243,207,5,3,wildcaught_salmon-13,27,36
Wild-caught Salmon,154,141,252,183,2,4,wildcaught_salmon-14,27,69
Wild-caught Salmon,711,131,254,199,3,3,wildcaught_salmon-15,27,55
Wild-caught Salmon,707,128,252,192,3,4,wildcaught_salmon-16,27,60
Wild-caught Salmon,890,131,252,182,2,3,wildcaught_salmon-17,27,70
Wild-caught Salmon,987,147,258,217,4,5,wildcaught_salmon-18,27,41
Wild-caught Salmon,390,135,258,211,3,1,wildcaught_salmon-19,27,47
Wild-caught Salmon,472,129,254,142,1,5,wildcaught_salmon-20,27,112
Wild-caught Salmon,74,131,245,211,4,2,wildcaught_salmon-21,27,34
Wild-caught Salmon,796,147,240,194,2,1,wildcaught_salmon-22,27,46
Wild-caught Salmon,252,143,247,208,4,5,wildcaught_salmon-23,27,39
Wild-caught Salmon,200,138,247,207,4,5,wildcaught_salmon-24,27,40
Organic Spinach,409,18,31,25,2,1,organic_spinach-0,28,6
Organic Spinach,42,18,30,25,3,3,organic_spinach-1,28,5
Organic Spinach,717,19,30,27,5,2,organic_spinach-2,28,3
Organic Spinach,626,18,30,27,5,3,organic_spinach-3,28,3
Organic Spinach,859,19,31,21,1,4,organic_spinach-4,28,10
Organic Spinach,574,20,33,30,5,1,organic_spinach-5,28,3
Organic Spinach,664,20,34,29,4,5,organic_spinach-6,28,5
Organic Spinach,252,17,34,29,4,4,organic_spinach-7,28,5
Organic Spinach,814,20,34,28,3,3,organic_spinach-8,28,6
Organic Spinach,998,18,33,25,2,2,organic_spinach-9,28,8
Organic Spinach,937,19,32,26,3,4,organic_spinach-10,28,6
Organic Spinach,746,20,31,27,5,5,organic_spinach-11,28,4
Organic Spinach,809,18,32,28,5,3,organic_spinach-12,28,4
Organic Spinach,633,20,31,27,4,5,organic_spinach-13,28,4
Organic Spinach,655,20,33,24,1,2,organic_spinach-14,28,9
Organic Spinach,389,18,31,26,3,2,organic_spinach-15,28,5
Organic Spinach,831,20,33,24,1,2,organic_spinach-16,28,9
Organic Spinach,867,18,31,25,3,4,organic_spinach-17,28,6
Organic Spinach,163,17,34,29,4,4,organic_spinach-18,28,5
Organic Spinach,522,18,30,26,5,5,organic_spinach-19,28,4
Organic Spinach,75,19,33,29,5,2,organic_spinach-20,28,4
Organic Spinach,864,17,32,20,1,4,organic_spinach-21,28,12
Organic Spinach,704,18,32,26,2,1,organic_spinach-22,28,6
Organic Spinach,517,18,34,26,2,2,organic_spinach-23,28,8
Organic Spinach,29,19,33,29,5,2,organic_spinach-24,28,4
Organic Spinach,973,17,31,27,5,4,organic_spinach-25,28,4
Organic Spinach,973,18,33,29,4,3,organic_spinach-26,28,4
Organic Spinach,172,20,31,26,3,5,organic_spinach-27,28,5
Organic Spinach,786,18,34,20,1,5,organic_spinach-28,28,14
Quinoa,396,80,134,92,1,3,quinoa-0,29,42
Quinoa,33,74,133,99,2,3,quinoa-1,29,34
Quinoa,809,68,123,95,3,5,quinoa-2,29,28
Quinoa,588,80,121,98,2,3,quinoa-3,29,23
Quinoa,34,77,127,114,5,1,quinoa-4,29,13
Quinoa,117,75,136,114,4,5,quinoa-5,29,22
Quinoa,451,74,129,112,5,3,quinoa-6,29,17
Quinoa,346,76,134,104,3,5,quinoa-7,29,30
Quinoa,700,68,132,79,1,4,quinoa-8,29,53
Quinoa,638,73,122,100,3,3,quinoa-9,29,22
Quinoa,996,80,123,108,5,4,quinoa-10,29,15
Quinoa,360,79,136,109,3,4,quinoa-11,29,27
Quinoa,370,78,121,108,5,3,quinoa-12,29,13
Quinoa,871,77,135,109,3,3,quinoa-13,29,26
Quinoa,56,75,128,109,5,5,quinoa-14,29,19
Quinoa,119,80,126,110,4,4,quinoa-15,29,16
Quinoa,706,73,121,93,2,3,quinoa-16,29,28
Quinoa,545,78,136,88,1,4,quinoa-17,29,48
Quinoa,738,72,132,105,3,3,quinoa-18,29,27
Quinoa,387,75,134,112,3,1,quinoa-19,29,22
Quinoa,447,72,132,113,5,3,quinoa-20,29,19
Quinoa,179,79,135,98,2,5,quinoa-21,29,37
Quinoa,992,70,129,113,5,1,quinoa-22,29,16
Quinoa,504,72,135,105,3,4,quinoa-23,29,30
Quinoa,959,78,132,87,1,4,quinoa-24,29,45
Quinoa,957,71,126,107,4,4,quinoa-25,29,19
Quinoa,518,78,135,88,1,4,quinoa-26,29,47
Quinoa,171,80,127,111,4,4,quinoa-27,29,16
Greek Yogurt,865,58,92,76,3,4,greek_yogurt-0,30,16
Greek Yogurt,111,53,94,72,2,2,greek_yogurt-1,30,22
Greek Yogurt,375,54,99,82,3,1,greek_yogurt-2,30,17
Greek Yogurt,889,55,100,88,4,1,greek_yogurt-3,30,12
Greek Yogurt,741,53,99,86,4,2,greek_yogurt-4,30,13
Greek Yogurt,281,51,99,85,4,2,greek_yogurt-5,30,14
Greek Yogurt,633,51,97,62,1,3,greek_yogurt-6,30,35
Greek Yogurt,632,59,96,72,2,5,greek_yogurt-7,30,24
Greek Yogurt,50,56,96,81,5,5,greek_yogurt-8,30,15
Greek Yogurt,892,56,100,75,2,3,greek_yogurt-9,30,25
Greek Yogurt,360,57,101,88,4,2,greek_yogurt-10,30,13
Greek Yogurt,670,55,98,85,5,3,greek_yogurt-11,30,13
Greek Yogurt,631,58,102,88,5,3,greek_yogurt-12,30,14
Greek Yogurt,404,54,91,78,4,5,greek_yogurt-13,30,13
Greek Yogurt,681,59,102,83,3,3,greek_yogurt-14,30,19
Greek Yogurt,176,51,92,78,4,4,greek_yogurt-15,30,14
Greek Yogurt,394,52,95,82,5,3,greek_yogurt-16,30,13
Greek Yogurt,65,59,98,77,2,2,greek_yogurt-17,30,21
Greek Yogurt,716,60,93,81,5,5,greek_yogurt-18,30,12
Greek Yogurt,936,53,102,77,3,5,greek_yogurt-19,30,25
Greek Yogurt,974,53,103,87,5,3,greek_yogurt-20,30,16
Greek Yogurt,214,54,102,88,4,2,greek_yogurt-21,30,14
Organic Apples,909,80,138,86,1,5,organic_apples-0,31,52
Organic Apples,588,72,133,111,5,5,organic_apples-1,31,22
Organic Apples,789,72,133,86,1,3,organic_apples-2,31,47
Organic Apples,629,69,135,112,5,4,organic_apples-3,31,23
Organic Apples,873,71,128,109,4,4,organic_apples-4,31,19
Organic Apples,190,70,138,81,1,4,organic_apples-5,31,57
Organic Apples,218,76,136,99,2,4,organic_apples-6,31,37
Organic Apples,662,76,135,115,4,4,organic_apples-7,31,20
Organic Apples,706,72,130,94,2,4,organic_apples-8,31,36
Organic Apples,930,70,123,79,1,4,organic_apples-9,31,44
Organic Apples,999,72,123,107,4,3,organic_apples-10,31,16
Organic Apples,968,80,122,102,3,4,organic_apples-11,31,20
Organic Apples,177,75,123,89,1,2,organic_apples-12,31,34
Organic Apples,505,73,133,94,1,1,organic_apples-13,31,39
Organic Apples,575,69,128,112,4,1,organic_apples-14,31,16
Organic Apples,225,72,138,91,1,2,organic_apples-15,31,47
Organic Apples,677,71,130,111,4,3,organic_apples-16,31,19
Organic Apples,92,72,133,103,2,1,organic_apples-17,31,30
Organic Apples,389,74,128,110,4,4,organic_apples-18,31,18
Organic Apples,90,72,129,108,3,1,organic_apples-19,31,21
Organic Apples,148,68,138,92,1,1,organic_apples-20,31,46
Organic Apples,875,71,128,95,2,3,organic_apples-21,31,33
Organic Apples,722,80,128,91,1,3,organic_apples-22,31,37
Organic Apples,789,79,124,112,5,1,organic_apples-23,31,12
Organic Apples,593,70,138,96,2,4,organic_apples-24,31,42
Organic Apples,689,69,122,89,2,4,organic_apples-25,31,33
Organic Apples,204,76,134,119,5,1,organic_apples-26,31,15
Organic Apples,717,76,132,116,5,2,organic_apples-27,31,16
Extra Virgin Olive Oil,920,45,82,71,5,2,extra_virgin_olive_oil-0,32,11
Extra Virgin Olive Oil,57,49,79,70,4,2,extra_virgin_olive_oil-1,32,9
Extra Virgin Olive Oil,832,45,77,69,5,1,extra_virgin_olive_oil-2,32,8
Extra Virgin Olive Oil,558,44,79,48,1,5,extra_virgin_olive_oil-3,32,31
Extra Virgin Olive Oil,754,49,81,63,2,3,extra_virgin_olive_oil-4,32,18
Extra Virgin Olive Oil,960,43,77,53,1,2,extra_virgin_olive_oil-5,32,24
Extra Virgin Olive Oil,944,43,86,70,5,5,extra_virgin_olive_oil-6,32,16
Extra Virgin Olive Oil,207,49,84,71,5,5,extra_virgin_olive_oil-7,32,13
Extra Virgin Olive Oil,277,43,77,51,1,3,extra_virgin_olive_oil-8,32,26
Extra Virgin Olive Oil,948,47,81,60,2,4,extra_virgin_olive_oil-9,32,21
Extra Virgin Olive Oil,159,46,80,67,3,1,extra_virgin_olive_oil-10,32,13
Extra Virgin Olive Oil,262,46,76,62,2,1,extra_virgin_olive_oil-11,32,14
Extra Virgin Olive Oil,197,43,81,67,5,5,extra_virgin_olive_oil-12,32,14
Extra Virgin Olive Oil,75,49,79,58,1,2,extra_virgin_olive_oil-13,32,21
Extra Virgin Olive Oil,886,43,78,56,2,4,extra_virgin_olive_oil-14,32,22
Extra Virgin Olive Oil,121,48,84,65,2,2,extra_virgin_olive_oil-15,32,19
Extra Virgin Olive Oil,20,50,85,67,3,5,extra_virgin_olive_oil-16,32,18
Extra Virgin Olive Oil,552,44,85,68,3,2,extra_virgin_olive_oil-17,32,17
Extra Virgin Olive Oil,337,46,82,69,5,5,extra_virgin_olive_oil-18,32,13
Extra Virgin Olive Oil,654,48,81,70,5,4,extra_virgin_olive_oil-19,32,11
Extra Virgin Olive Oil,648,48,81,58,1,2,extra_virgin_olive_oil-20,32,23
Extra Virgin Olive Oil,934,49,86,58,1,3,extra_virgin_olive_oil-21,32,28
Extra Virgin Olive Oil,233,50,78,63,2,2,extra_virgin_olive_oil-22,32,15
Extra Virgin Olive Oil,311,49,86,67,2,2,extra_virgin_olive_oil-23,32,19
Extra Virgin Olive Oil,220,49,84,72,5,4,extra_virgin_olive_oil-24,32,12
Extra Virgin Olive Oil,279,49,82,70,5,5,extra_virgin_olive_oil-25,32,12
Extra Virgin Olive Oil,647,44,84,71,4,3,extra_virgin_olive_oil-26,32,13
Extra Virgin Olive Oil,877,47,78,62,3,5,extra_virgin_olive_oil-27,32,16
Extra Virgin Olive Oil,439,48,78,55,1,3,extra_virgin_olive_oil-28,32,23
Extra Virgin Olive Oil,842,44,75,66,4,2,extra_virgin_olive_oil-29,32,9
Brown Rice,379,57,91,79,5,5,brown_rice-0,33,12
Brown Rice,200,59,96,65,1,4,brown_rice-1,33,31
Brown Rice,931,53,92,76,3,2,brown_rice-2,33,16
Brown Rice,913,54,95,80,4,5,brown_rice-3,33,15
Brown Rice,21,52,99,76,2,1,brown_rice-4,33,23
Brown Rice,248,57,99,83,3,1,brown_rice-5,33,16
Brown Rice,35,52,96,57,1,5,brown_rice-6,33,39
Brown Rice,622,53,102,87,5,3,brown_rice-7,33,15
Brown Rice,956,58,102,75,2,4,brown_rice-8,33,27
Brown Rice,85,58,91,64,1,4,brown_rice-9,33,27
Brown Rice,364,54,101,74,2,3,brown_rice-10,33,27
Brown Rice,347,54,93,81,5,3,brown_rice-11,33,12
Brown Rice,904,54,100,67,1,2,brown_rice-12,33,33
Brown Rice,933,57,97,86,5,1,brown_rice-13,33,11
Brown Rice,35,59,101,87,4,4,brown_rice-14,33,14
Brown Rice,896,58,99,72,2,5,brown_rice-15,33,27
Brown Rice,380,58,99,76,2,3,brown_rice-16,33,23
Brown Rice,615,57,95,81,4,5,brown_rice-17,33,14
Brown Rice,201,54,90,73,2,1,brown_rice-18,33,17
Brown Rice,721,56,98,86,4,2,brown_rice-19,33,12
Brown Rice,767,57,103,79,3,5,brown_rice-20,33,24
Brown Rice,107,54,99,70,1,1,brown_rice-21,33,29
Brown Rice,531,60,94,83,4,3,brown_rice-22,33,11
Brown Rice,90,59,92,80,5,5,brown_rice-23,33,12
Brown Rice,989,54,98,84,5,3,brown_rice-24,33,14
Brown Rice,230,60,99,85,4,5,brown_rice-25,33,14
Brown Rice,35,59,92,83,5,1,brown_rice-26,33,9
Brown Rice,217,55,92,69,2,4,brown_rice-27,33,23
Organic Chicken Breast,853,112,190,167,4,2,organic_chicken_breast-0,34,23
Organic Chicken Breast,345,114,181,158,5,4,organic_chicken_breast-1,34,23
Organic Chicken Breast,718,113,192,140,1,1,organic_chicken_breast-2,34,52
Organic Chicken Breast,611,107,196,165,4,4,organic_chicken_breast-3,34,31
Organic Chicken Breast,783,105,203,166,3,1,organic_chicken_breast-4,34,37
Organic Chicken Breast,707,119,192,157,3,4,organic_chicken_breast-5,34,35
Organic Chicken Breast,204,119,205,175,4,4,organic_chicken_breast-6,34,30
Organic Chicken Breast,405,102,201,172,4,2,organic_chicken_breast-7,34,29
Organic Chicken Breast,491,102,181,158,4,2,organic_chicken_breast-8,34,23
Organic Chicken Breast,130,110,183,158,5,4,organic_chicken_breast-9,34,25
Organic Chicken Breast,193,104,192,152,3,3,organic_chicken_breast-10,34,40
Organic Chicken Breast,588,113,196,148,2,3,organic_chicken_breast-11,34,48
Organic Chicken Breast,27,112,189,163,5,4,organic_chicken_breast-12,34,26
Organic Chicken Breast,202,104,187,150,3,3,organic_chicken_breast-13,34,37
Organic Chicken Breast,922,111,199,166,4,5,organic_chicken_breast-14,34,33
Organic Chicken Breast,819,114,203,151,2,3,organic_chicken_breast-15,34,52
Organic Chicken Breast,627,102,194,160,4,5,organic_chicken_breast-16,34,34
Organic Chicken Breast,395,119,190,169,4,2,organic_chicken_breast-17,34,21
Organic Chicken Breast,892,118,201,157,2,2,organic_chicken_breast-18,34,44
Organic Chicken Breast,26,112,192,168,4,2,organic_chicken_breast-19,34,24
Raw Honey,511,78,132,106,2,1,raw_honey-0,35,26
Raw Honey,912,76,138,120,5,2,raw_honey-1,35,18
Raw Honey,418,79,134,114,4,5,raw_honey-2,35,20
Raw Honey,315,74,133,113,4,4,raw_honey-3,35,20
Raw Honey,826,77,127,108,3,1,raw_honey-4,35,19
Raw Honey,287,76,130,110,4,5,raw_honey-5,35,20
Raw Honey,198,68,122,105,4,3,raw_honey-6,35,17
Raw Honey,302,79,123,102,2,1,raw_honey-7,35,21
Raw Honey,656,77,130,102,2,2,raw_honey-8,35,28
Raw Honey,508,74,134,107,3,3,raw_honey-9,35,27
Raw Honey,170,77,138,95,1,2,raw_honey-10,35,43
Raw Honey,350,71,133,93,1,1,raw_honey-11,35,40
Raw Honey,759,77,135,118,5,2,raw_honey-12,35,17
Raw Honey,841,72,124,78,1,5,raw_honey-13,35,46
Raw Honey,484,79,124,108,4,5,raw_honey-14,35,16
Raw Honey,706,74,130,94,1,1,raw_honey-15,35,36
Raw Honey,960,80,123,107,3,1,raw_honey-16,35,16
Raw Honey,771,80,128,113,4,3,raw_honey-17,35,15
Raw Honey,580,76,136,117,4,3,raw_honey-18,35,19
Raw Honey,994,79,132,118,5,1,raw_honey-19,35,14
Raw Honey,255,70,133,111,4,4,raw_honey-20,35,22
Raw Honey,751,70,130,90,2,5,raw_honey-21,35,40
Raw Honey,150,76,130,102,3,5,raw_honey-22,35,28
Raw Honey,243,80,138,112,3,3,raw_honey-23,35,26
Raw Honey,691,68,130,109,5,4,raw_honey-24,35,21
Mixed Berries,898,45,81,72,5,1,mixed_berries-0,36,9
Mixed Berries,871,47,79,61,2,3,mixed_berries-1,36,18
Mixed Berries,736,46,79,60,2,3,mixed_berries-2,36,19
Mixed Berries,518,46,77,64,3,2,mixed_berries-3,36,13
Mixed Berries,716,44,84,65,2,1,mixed_berries-4,36,19
Mixed Berries,447,43,75,49,1,4,mixed_berries-5,36,26
Mixed Berries,351,47,81,66,3,3,mixed_berries-6,36,15
Mixed Berries,428,49,84,71,3,1,mixed_berries-7,36,13
Mixed Berries,498,44,81,67,3,1,mixed_berries-8,36,14
Mixed Berries,493,46,86,67,3,4,mixed_berries-9,36,19
Mixed Berries,687,48,76,68,5,2,mixed_berries-10,36,8
Mixed Berries,490,45,84,62,2,3,mixed_berries-11,36,22
Mixed Berries,694,43,78,68,5,2,mixed_berries-12,36,10
Mixed Berries,509,48,84,74,4,2,mixed_berries-13,36,10
Mixed Berries,973,47,85,70,3,2,mixed_berries-14,36,15
Mixed Berries,802,49,78,68,5,5,mixed_berries-15,36,10
Mixed Berries,427,45,76,67,5,2,mixed_berries-16,36,9
Mixed Berries,546,45,85,52,1,4,mixed_berries-17,36,33
Mixed Berries,905,44,84,65,2,1,mixed_berries-18,36,19
Mixed Berries,500,44,76,60,3,5,mixed_berries-19,36,16
Mixed Berries,353,46,76,61,3,5,mixed_berries-20,36,15
Mixed Berries,612,43,86,53,1,3,mixed_berries-21,36,33
Mixed Berries,921,45,77,65,3,1,mixed_berries-22,36,12
Mixed Berries,300,43,81,54,1,2,mixed_berries-23,36,27
Mixed Berries,68,47,84,73,5,2,mixed_berries-24,36,11
Mixed Berries,350,47,75,66,5,4,mixed_berries-25,36,9
Chia Seeds,27,65,118,104,5,1,chia_seeds-0,37,14
Chia Seeds,421,70,117,94,3,4,chia_seeds-1,37,23
Chia Seeds,690,68,113,93,3,3,chia_seeds-2,37,20
Chia Seeds,855,61,115,93,3,2,chia_seeds-3,37,22
Chia Seeds,453,64,119,99,4,5,chia_seeds-4,37,20
Chia Seeds,602,65,117,83,1,1,chia_seeds-5,37,34
Chia Seeds,272,69,113,93,3,3,chia_seeds-6,37,20
Chia Seeds,725,61,110,75,1,2,chia_seeds-7,37,35
Chia Seeds,515,64,115,98,5,4,chia_seeds-8,37,17
Chia Seeds,620,62,119,89,2,2,chia_seeds-9,37,30
Chia Seeds,815,64,115,96,5,5,chia_seeds-10,37,19
Chia Seeds,248,68,113,100,4,2,chia_seeds-11,37,13
Chia Seeds,933,61,112,80,2,4,chia_seeds-12,37,32
Chia Seeds,946,63,120,101,5,4,chia_seeds-13,37,19
Chia Seeds,620,70,114,102,5,1,chia_seeds-14,37,12
Chia Seeds,597,61,112,85,2,2,chia_seeds-15,37,27
Chia Seeds,398,69,107,89,3,4,chia_seeds-16,37,18
Chia Seeds,231,62,116,100,4,2,chia_seeds-17,37,16
Chia Seeds,968,66,107,85,2,2,chia_seeds-18,37,22
Chia Seeds,393,61,118,83,2,4,chia_seeds-19,37,35
Grass-fed Beef,54,178,312,208,1,3,grassfed_beef-0,38,104
Grass-fed Beef,202,178,345,233,2,5,grassfed_beef-1,38,112
Grass-fed Beef,891,186,312,272,5,3,grassfed_beef-2,38,40
Grass-fed Beef,326,188,312,272,4,3,grassfed_beef-3,38,40
Grass-fed Beef,118,184,345,201,1,5,grassfed_beef-4,38,144
Grass-fed Beef,646,188,345,285,3,1,grassfed_beef-5,38,60
Grass-fed Beef,229,178,309,223,1,1,grassfed_beef-6,38,86
Grass-fed Beef,746,196,333,271,3,3,grassfed_beef-7,38,62
Grass-fed Beef,713,170,339,289,4,2,grassfed_beef-8,38,50
Grass-fed Beef,671,190,309,240,2,3,grassfed_beef-9,38,69
Grass-fed Beef,650,174,303,203,1,3,grassfed_beef-10,38,100
Grass-fed Beef,104,182,333,207,1,4,grassfed_beef-11,38,126
Grass-fed Beef,512,176,318,244,3,5,grassfed_beef-12,38,74
Grass-fed Beef,783,174,321,277,4,2,grassfed_beef-13,38,44
Grass-fed Beef,401,174,342,252,2,2,grassfed_beef-14,38,90
Grass-fed Beef,935,188,303,255,3,2,grassfed_beef-15,38,48
Grass-fed Beef,969,174,342,191,1,5,grassfed_beef-16,38,151
Grass-fed Beef,473,192,309,266,4,5,grassfed_beef-17,38,43
Grass-fed Beef,445,184,318,278,5,2,grassfed_beef-18,38,40
Grass-fed Beef,110,174,342,229,2,5,grassfed_beef-19,38,113
Grass-fed Beef,937,180,303,256,3,1,grassfed_beef-20,38,47
Grass-fed Beef,902,198,303,215,1,4,grassfed_beef-21,38,88
Grass-fed Beef,421,170,345,293,5,2,grassfed_beef-22,38,52
Grass-fed Beef,275,198,321,255,2,2,grassfed_beef-23,38,66
Grass-fed Beef,491,182,306,250,3,3,grassfed_beef-24,38,56
Grass-fed Beef,118,186,315,267,4,5,grassfed_beef-25,38,48
Gluten-free Pasta,434,72,134,113,4,4,glutenfree_pasta-0,39,21
Gluten-free Pasta,131,69,129,102,3,3,glutenfree_pasta-1,39,27
Gluten-free Pasta,473,72,124,109,5,2,glutenfree_pasta-2,39,15
Gluten-free Pasta,712,73,123,81,1,4,glutenfree_pasta-3,39,42
Gluten-free Pasta,800,70,135,116,4,2,glutenfree_pasta-4,39,19
Gluten-free Pasta,463,76,136,93,1,2,glutenfree_pasta-5,39,43
Gluten-free Pasta,702,74,122,106,4,4,glutenfree_pasta-6,39,16
Gluten-free Pasta,528,76,134,106,2,1,glutenfree_pasta-7,39,28
Gluten-free Pasta,880,80,126,96,1,1,glutenfree_pasta-8,39,30
Gluten-free Pasta,262,69,135,116,4,2,glutenfree_pasta-9,39,19
Gluten-free Pasta,983,69,122,96,2,1,glutenfree_pasta-10,39,26
Gluten-free Pasta,674,68,130,107,4,5,glutenfree_pasta-11,39,23
Gluten-free Pasta,207,77,138,111,3,3,glutenfree_pasta-12,39,27
Gluten-free Pasta,650,75,129,112,4,3,glutenfree_pasta-13,39,17
Gluten-free Pasta,84,68,126,109,4,2,glutenfree_pasta-14,39,17
Gluten-free Pasta,683,79,123,96,2,4,glutenfree_pasta-15,39,27
Gluten-free Pasta,587,77,126,85,1,4,glutenfree_pasta-16,39,41
Gluten-free Pasta,489,71,124,105,4,5,glutenfree_pasta-17,39,19
Gluten-free Pasta,319,76,136,96,2,5,glutenfree_pasta-18,39,40
Gluten-free Pasta,597,69,133,102,3,4,glutenfree_pasta-19,39,31
Gluten-free Pasta,32,74,135,112,3,1,glutenfree_pasta-20,39,23
Gluten-free Pasta,211,70,138,94,1,1,glutenfree_pasta-21,39,44
Organic Kale,504,29,45,38,3,4,organic_kale-0,40,7
Organic Kale,659,27,51,40,2,1,organic_kale-1,40,11
Organic Kale,463,28,47,40,3,1,organic_kale-2,40,7
Organic Kale,491,30,47,42,4,2,organic_kale-3,40,5
Organic Kale,73,28,47,38,2,1,organic_kale-4,40,9
Organic Kale,342,27,50,39,3,4,organic_kale-5,40,11
Organic Kale,419,29,50,43,4,4,organic_kale-6,40,7
Organic Kale,231,27,47,41,4,3,organic_kale-7,40,6
Organic Kale,454,27,47,36,2,3,organic_kale-8,40,11
Organic Kale,281,26,49,42,5,3,organic_kale-9,40,7
Organic Kale,867,26,50,38,3,5,organic_kale-10,40,12
Organic Kale,914,27,46,29,1,5,organic_kale-11,40,17
Organic Kale,457,28,51,36,1,1,organic_kale-12,40,15
Organic Kale,638,26,48,31,1,3,organic_kale-13,40,17
Organic Kale,873,27,46,32,1,3,organic_kale-14,40,14
Organic Kale,158,30,50,39,2,3,organic_kale-15,40,11
Organic Kale,591,26,48,41,5,4,organic_kale-16,40,7
Organic Kale,28,30,46,42,5,1,organic_kale-17,40,4
Organic Kale,223,29,51,44,4,4,organic_kale-18,40,7
Organic Kale,656,30,51,45,5,2,organic_kale-19,40,6
Organic Kale,728,28,51,42,3,2,organic_kale-20,40,9
Organic Kale,329,26,46,36,3,5,organic_kale-21,40,10
Organic Kale,387,27,49,38,3,5,organic_kale-22,40,11
Coconut Water,908,36,67,58,4,2,coconut_water-0,41,9
Coconut Water,65,36,64,44,1,2,coconut_water-1,41,20
Coconut Water,217,36,63,39,1,5,coconut_water-2,41,24
Coconut Water,46,39,64,57,4,2,coconut_water-3,41,7
Coconut Water,420,36,60,54,4,1,coconut_water-4,41,6
Coconut Water,277,37,69,60,4,2,coconut_water-5,41,9
Coconut Water,148,36,63,53,3,1,coconut_water-6,41,10
Coconut Water,335,36,62,52,3,1,coconut_water-7,41,10
Coconut Water,525,40,63,43,1,5,coconut_water-8,41,20
